time_ms,theta_ref,theta,control_voltage,motor_voltage
1140.0,0.1,0.0947,-0.11,-0.48
1145.0,0.1,0.0921,-0.16,-0.53
1150.0,0.1,0.094,-0.12,-0.49
1155.0,0.1,0.0914,-0.17,-0.54
1160.0,0.1,0.0954,-0.09,-0.46
1165.0,0.1,0.094,-0.12,-0.49
1170.0,0.1,0.0969,-0.06,-0.43
1175.0,0.1,0.095,-0.1,-0.47
1180.0,0.1,0.1012,0.02,0.36
1185.0,0.1,0.1056,0.11,0.45
1190.0,0.1,0.1063,0.13,0.47
1195.0,0.1,0.1038,0.08,0.42
1200.0,0.1,0.1008,0.02,0.36
1205.0,0.1,0.1034,0.07,0.41
1210.0,0.1,0.0954,-0.09,-0.46
1215.0,0.1,0.1012,0.02,0.36
1220.0,0.1,0.1034,0.07,0.41
1225.0,0.1,0.1005,0.01,0.35
1230.0,0.1,0.0976,-0.05,-0.42
1235.0,0.1,0.0936,-0.13,-0.5
1240.0,0.1,0.095,-0.1,-0.47
1245.0,0.1,0.0976,-0.05,-0.42
1250.0,0.1,0.099,-0.02,-0.39
1255.0,0.1,0.095,-0.1,-0.47
1260.0,0.1,0.1077,0.15,0.49
1265.0,0.1,0.1012,0.02,0.36
1270.0,0.1,0.1019,0.04,0.38
1275.0,0.1,0.1019,0.04,0.38
1280.0,0.1,0.1008,0.02,0.36
1285.0,0.1,0.099,-0.02,-0.39
1290.0,0.1,0.0998,-0.0,-0.37
1295.0,0.1,0.1016,0.03,0.37
1300.0,0.1,0.1001,0.0,0.34
1305.0,0.1,0.0987,-0.03,-0.4
1310.0,0.1,0.1038,0.08,0.42
1315.0,0.1,0.0976,-0.05,-0.42
1320.0,0.1,0.0932,-0.14,-0.51
1325.0,0.1,0.0976,-0.05,-0.42
1330.0,0.1,0.099,-0.02,-0.39
1335.0,0.1,0.107,0.14,0.48
1340.0,0.1,0.099,-0.02,-0.39
1345.0,0.1,0.1023,0.05,0.39
1350.0,0.1,0.0998,-0.0,-0.37
1355.0,0.1,0.1005,0.01,0.35
1360.0,0.1,0.0925,-0.15,-0.52
1365.0,0.1,0.1027,0.05,0.39
1370.0,0.1,0.1012,0.02,0.36
1375.0,0.1,0.1012,0.02,0.36
1380.0,0.1,0.1019,0.04,0.38
1385.0,0.1,0.099,-0.02,-0.39
1390.0,0.1,0.1052,0.1,0.44
1395.0,0.1,0.1008,0.02,0.36
1400.0,0.1,0.1019,0.04,0.38
1405.0,0.1,0.0998,-0.0,-0.37
1410.0,0.1,0.1023,0.05,0.39
1415.0,0.1,0.0969,-0.06,-0.43
1420.0,0.1,0.0998,-0.0,-0.37
1425.0,0.1,0.0994,-0.01,-0.38
1430.0,0.1,0.0987,-0.03,-0.4
1435.0,0.1,0.1005,0.01,0.35
1440.0,0.1,0.0987,-0.03,-0.4
1445.0,0.1,0.0983,-0.03,-0.4
1450.0,0.1,0.1027,0.05,0.39
1455.0,0.1,0.1023,0.05,0.39
1460.0,0.1,0.0987,-0.03,-0.4
1465.0,0.1,0.099,-0.02,-0.39
1470.0,0.1,0.0911,-0.18,-0.55
1475.0,0.1,0.099,-0.02,-0.39
1480.0,0.1,0.0911,-0.18,-0.55
1485.0,0.1,0.107,0.14,0.48
1490.0,0.1,0.1067,0.13,0.47
1495.0,0.1,0.1056,0.11,0.45
1500.0,0.1,0.1041,0.08,0.42
1505.0,0.1,0.107,0.14,0.48
1510.0,0.1,0.0998,-0.0,-0.37
1515.0,0.1,0.1038,0.08,0.42
1520.0,0.1,0.1038,0.08,0.42
1525.0,0.1,0.1048,0.1,0.44
1530.0,0.1,0.0998,-0.0,-0.37
1535.0,0.1,0.1016,0.03,0.37
1540.0,0.1,0.107,0.14,0.48
1545.0,0.1,0.0979,-0.04,-0.41
1550.0,0.1,0.0965,-0.07,-0.44
1555.0,0.1,0.0969,-0.06,-0.43
1560.0,0.1,0.0972,-0.06,-0.43
1565.0,0.1,0.0969,-0.06,-0.43
1570.0,0.1,0.0979,-0.04,-0.41
1575.0,0.1,0.0998,-0.0,-0.37
1580.0,0.1,0.0932,-0.14,-0.51
1585.0,0.1,0.1041,0.08,0.42
1590.0,0.1,0.1067,0.13,0.47
1595.0,0.1,0.1077,0.15,0.49
1600.0,0.1,0.1041,0.08,0.42
1605.0,0.1,0.1048,0.1,0.44
1610.0,0.1,0.1135,0.27,0.61
1615.0,0.1,0.0987,-0.03,-0.4
1620.0,0.1,0.1027,0.05,0.39
1625.0,0.1,0.1012,0.02,0.36
1630.0,0.1,0.0983,-0.03,-0.4
1635.0,0.1,0.0987,-0.03,-0.4
1640.0,0.1,0.095,-0.1,-0.47
1645.0,0.1,0.0979,-0.04,-0.41
1650.0,0.1,0.0994,-0.01,-0.38
1655.0,0.1,0.099,-0.02,-0.39
1660.0,0.1,0.0961,-0.08,-0.45
1665.0,0.1,0.1041,0.08,0.42
1670.0,0.1,0.1045,0.09,0.43
1675.0,0.1,0.1027,0.05,0.39
1680.0,0.1,0.1019,0.04,0.38
1685.0,0.1,0.1063,0.13,0.47
1690.0,0.1,0.1041,0.08,0.42
1695.0,0.1,0.1041,0.08,0.42
1700.0,0.1,0.1056,0.11,0.45
1705.0,0.1,0.1016,0.03,0.37
1710.0,0.1,0.1012,0.02,0.36
1715.0,0.1,0.0911,-0.18,-0.55
1720.0,0.1,0.0918,-0.16,-0.53
1725.0,0.1,0.095,-0.1,-0.47
1730.0,0.1,0.0929,-0.14,-0.51
1735.0,0.1,0.0936,-0.13,-0.5
1740.0,0.1,0.09,-0.2,-0.57
1745.0,0.1,0.0976,-0.05,-0.42
1750.0,0.1,0.1019,0.04,0.38
1755.0,0.1,0.1005,0.01,0.35
1760.0,0.1,0.0994,-0.01,-0.38
1765.0,0.1,0.103,0.06,0.4
1770.0,0.1,0.099,-0.02,-0.39
1775.0,0.1,0.1005,0.01,0.35
1780.0,0.1,0.1012,0.02,0.36
1785.0,0.1,0.0958,-0.08,-0.45
1790.0,0.1,0.1008,0.02,0.36
1795.0,0.1,0.0998,-0.0,-0.37
1800.0,0.1,0.103,0.06,0.4
1805.0,0.1,0.1012,0.02,0.36
1810.0,0.1,0.1038,0.08,0.42
1815.0,0.1,0.0954,-0.09,-0.46
1820.0,0.1,0.0998,-0.0,-0.37
1825.0,0.1,0.1012,0.02,0.36
1830.0,0.1,0.1001,0.0,0.34
1835.0,0.1,0.0976,-0.05,-0.42
1840.0,0.1,0.1056,0.11,0.45
1845.0,0.1,0.1012,0.02,0.36
1850.0,0.1,0.1027,0.05,0.39
1855.0,0.1,0.1019,0.04,0.38
1860.0,0.1,0.0976,-0.05,-0.42
1865.0,0.1,0.0961,-0.08,-0.45
1870.0,0.1,0.0925,-0.15,-0.52
1875.0,0.1,0.0976,-0.05,-0.42
1880.0,0.1,0.0969,-0.06,-0.43
1885.0,0.1,0.0925,-0.15,-0.52
1890.0,0.1,0.1001,0.0,0.34
1895.0,0.1,0.1027,0.05,0.39
1900.0,0.1,0.1099,0.2,0.54
1905.0,0.1,0.1012,0.02,0.36
1910.0,0.1,0.1117,0.23,0.57
1915.0,0.1,0.1008,0.02,0.36
1920.0,0.1,0.1005,0.01,0.35
1925.0,0.1,0.0983,-0.03,-0.4
1930.0,0.1,0.0979,-0.04,-0.41
1935.0,0.1,0.0929,-0.14,-0.51
1940.0,0.1,0.0972,-0.06,-0.43
1945.0,0.1,0.1038,0.08,0.42
1950.0,0.1,0.094,-0.12,-0.49
1955.0,0.1,0.0994,-0.01,-0.38
1960.0,0.1,0.1052,0.1,0.44
1965.0,0.1,0.0979,-0.04,-0.41
1970.0,0.1,0.0998,-0.0,-0.37
1975.0,0.1,0.0987,-0.03,-0.4
1980.0,0.1,0.1008,0.02,0.36
1985.0,0.1,0.103,0.06,0.4
1990.0,0.1,0.1008,0.02,0.36
1995.0,0.1,0.1048,0.1,0.44
2000.0,-0.1,0.1001,4.0,4.34
2005.0,-0.1,0.0976,3.95,4.29
2010.0,-0.1,0.0816,3.63,3.97
2015.0,-0.1,0.0664,3.33,3.67
2020.0,-0.1,0.0461,2.92,3.26
2025.0,-0.1,0.0258,2.52,2.86
2030.0,-0.1,0.0018,2.04,2.38
2035.0,-0.1,0.0004,2.01,2.35
2040.0,-0.1,-0.0323,1.35,1.69
2045.0,-0.1,-0.0602,0.8,1.14
2050.0,-0.1,-0.0791,0.42,0.76
2055.0,-0.1,-0.0911,0.18,0.52
2060.0,-0.1,-0.1041,-0.08,-0.45
2065.0,-0.1,-0.1154,-0.31,-0.68
2070.0,-0.1,-0.1201,-0.4,-0.77
2075.0,-0.1,-0.1273,-0.55,-0.92
2080.0,-0.1,-0.1259,-0.52,-0.89
2085.0,-0.1,-0.1284,-0.57,-0.94
2090.0,-0.1,-0.1237,-0.47,-0.84
2095.0,-0.1,-0.1186,-0.37,-0.74
2100.0,-0.1,-0.115,-0.3,-0.67
2105.0,-0.1,-0.1223,-0.45,-0.82
2110.0,-0.1,-0.1048,-0.1,-0.47
2115.0,-0.1,-0.0976,0.05,0.39
2120.0,-0.1,-0.1005,-0.01,-0.38
2125.0,-0.1,-0.0961,0.08,0.42
2130.0,-0.1,-0.0965,0.07,0.41
2135.0,-0.1,-0.1048,-0.1,-0.47
2140.0,-0.1,-0.0925,0.15,0.49
2145.0,-0.1,-0.0987,0.03,0.37
2150.0,-0.1,-0.099,0.02,0.36
2155.0,-0.1,-0.0983,0.03,0.37
2160.0,-0.1,-0.0961,0.08,0.42
2165.0,-0.1,-0.1019,-0.04,-0.41
2170.0,-0.1,-0.1012,-0.02,-0.39
2175.0,-0.1,-0.0925,0.15,0.49
2180.0,-0.1,-0.1012,-0.02,-0.39
2185.0,-0.1,-0.0983,0.03,0.37
2190.0,-0.1,-0.1005,-0.01,-0.38
2195.0,-0.1,-0.1012,-0.02,-0.39
2200.0,-0.1,-0.1019,-0.04,-0.41
2205.0,-0.1,-0.1012,-0.02,-0.39
2210.0,-0.1,-0.1027,-0.05,-0.42
2215.0,-0.1,-0.0965,0.07,0.41
2220.0,-0.1,-0.0965,0.07,0.41
2225.0,-0.1,-0.0983,0.03,0.37
2230.0,-0.1,-0.0976,0.05,0.39
2235.0,-0.1,-0.0918,0.16,0.5
2240.0,-0.1,-0.0976,0.05,0.39
2245.0,-0.1,-0.1034,-0.07,-0.44
2250.0,-0.1,-0.0954,0.09,0.43
2255.0,-0.1,-0.1009,-0.02,-0.39
2260.0,-0.1,-0.1081,-0.16,-0.53
2265.0,-0.1,-0.1048,-0.1,-0.47
2270.0,-0.1,-0.1034,-0.07,-0.44
2275.0,-0.1,-0.099,0.02,0.36
2280.0,-0.1,-0.0994,0.01,0.35
2285.0,-0.1,-0.1005,-0.01,-0.38
2290.0,-0.1,-0.1019,-0.04,-0.41
2295.0,-0.1,-0.0954,0.09,0.43
2300.0,-0.1,-0.0998,0.0,0.34
2305.0,-0.1,-0.0969,0.06,0.4
2310.0,-0.1,-0.0969,0.06,0.4
2315.0,-0.1,-0.0954,0.09,0.43
2320.0,-0.1,-0.0983,0.03,0.37
2325.0,-0.1,-0.1009,-0.02,-0.39
2330.0,-0.1,-0.1019,-0.04,-0.41
2335.0,-0.1,-0.1157,-0.31,-0.68
2340.0,-0.1,-0.1092,-0.18,-0.55
2345.0,-0.1,-0.1001,-0.0,-0.37
2350.0,-0.1,-0.0983,0.03,0.37
2355.0,-0.1,-0.107,-0.14,-0.51
2360.0,-0.1,-0.1012,-0.02,-0.39
2365.0,-0.1,-0.0961,0.08,0.42
2370.0,-0.1,-0.095,0.1,0.44
2375.0,-0.1,-0.0961,0.08,0.42
2380.0,-0.1,-0.0961,0.08,0.42
2385.0,-0.1,-0.094,0.12,0.46
2390.0,-0.1,-0.0976,0.05,0.39
2395.0,-0.1,-0.1052,-0.1,-0.47
2400.0,-0.1,-0.1034,-0.07,-0.44
2405.0,-0.1,-0.0961,0.08,0.42
2410.0,-0.1,-0.0998,0.0,0.34
2415.0,-0.1,-0.1005,-0.01,-0.38
2420.0,-0.1,-0.1019,-0.04,-0.41
2425.0,-0.1,-0.1001,-0.0,-0.37
2430.0,-0.1,-0.0998,0.0,0.34
2435.0,-0.1,-0.0987,0.03,0.37
2440.0,-0.1,-0.1041,-0.08,-0.45
2445.0,-0.1,-0.1009,-0.02,-0.39
2450.0,-0.1,-0.1016,-0.03,-0.4
2455.0,-0.1,-0.0998,0.0,0.34
2460.0,-0.1,-0.1005,-0.01,-0.38
2465.0,-0.1,-0.0987,0.03,0.37
2470.0,-0.1,-0.1005,-0.01,-0.38
2475.0,-0.1,-0.1005,-0.01,-0.38
2480.0,-0.1,-0.0983,0.03,0.37
2485.0,-0.1,-0.0925,0.15,0.49
2490.0,-0.1,-0.099,0.02,0.36
2495.0,-0.1,-0.099,0.02,0.36
2500.0,-0.1,-0.0961,0.08,0.42
2505.0,-0.1,-0.099,0.02,0.36
2510.0,-0.1,-0.1088,-0.18,-0.55
2515.0,-0.1,-0.1009,-0.02,-0.39
2520.0,-0.1,-0.094,0.12,0.46
2525.0,-0.1,-0.103,-0.06,-0.43
2530.0,-0.1,-0.1038,-0.08,-0.45
2535.0,-0.1,-0.1063,-0.13,-0.5
2540.0,-0.1,-0.1005,-0.01,-0.38
2545.0,-0.1,-0.1005,-0.01,-0.38
2550.0,-0.1,-0.1005,-0.01,-0.38
2555.0,-0.1,-0.0896,0.21,0.55
2560.0,-0.1,-0.0983,0.03,0.37
2565.0,-0.1,-0.0936,0.13,0.47
2570.0,-0.1,-0.0976,0.05,0.39
2575.0,-0.1,-0.0994,0.01,0.35
2580.0,-0.1,-0.0969,0.06,0.4
2585.0,-0.1,-0.0947,0.11,0.45
2590.0,-0.1,-0.1048,-0.1,-0.47
2595.0,-0.1,-0.0998,0.0,0.34
2600.0,-0.1,-0.0998,0.0,0.34
2605.0,-0.1,-0.1027,-0.05,-0.42
2610.0,-0.1,-0.0925,0.15,0.49
2615.0,-0.1,-0.1121,-0.24,-0.61
2620.0,-0.1,-0.1016,-0.03,-0.4
2625.0,-0.1,-0.1023,-0.05,-0.42
2630.0,-0.1,-0.1019,-0.04,-0.41
2635.0,-0.1,-0.0903,0.19,0.53
2640.0,-0.1,-0.1092,-0.18,-0.55
2645.0,-0.1,-0.1012,-0.02,-0.39
2650.0,-0.1,-0.1009,-0.02,-0.39
2655.0,-0.1,-0.0972,0.06,0.4
2660.0,-0.1,-0.0983,0.03,0.37
2665.0,-0.1,-0.0954,0.09,0.43
2670.0,-0.1,-0.0961,0.08,0.42
2675.0,-0.1,-0.0976,0.05,0.39
2680.0,-0.1,-0.0961,0.08,0.42
2685.0,-0.1,-0.0958,0.08,0.42
2690.0,-0.1,-0.1059,-0.12,-0.49
2695.0,-0.1,-0.1034,-0.07,-0.44
2700.0,-0.1,-0.1041,-0.08,-0.45
2705.0,-0.1,-0.1034,-0.07,-0.44
2710.0,-0.1,-0.0961,0.08,0.42
2715.0,-0.1,-0.1019,-0.04,-0.41
2720.0,-0.1,-0.1001,-0.0,-0.37
2725.0,-0.1,-0.1009,-0.02,-0.39
2730.0,-0.1,-0.0976,0.05,0.39
2735.0,-0.1,-0.1001,-0.0,-0.37
2740.0,-0.1,-0.0976,0.05,0.39
2745.0,-0.1,-0.1005,-0.01,-0.38
2750.0,-0.1,-0.1005,-0.01,-0.38
2755.0,-0.1,-0.098,0.04,0.38
2760.0,-0.1,-0.1019,-0.04,-0.41
2765.0,-0.1,-0.0958,0.08,0.42
2770.0,-0.1,-0.0911,0.18,0.52
2775.0,-0.1,-0.0972,0.06,0.4
2780.0,-0.1,-0.0954,0.09,0.43
2785.0,-0.1,-0.1012,-0.02,-0.39
2790.0,-0.1,-0.1019,-0.04,-0.41
2795.0,-0.1,-0.099,0.02,0.36
2800.0,-0.1,-0.0994,0.01,0.35
2805.0,-0.1,-0.1016,-0.03,-0.4
2810.0,-0.1,-0.0936,0.13,0.47
2815.0,-0.1,-0.098,0.04,0.38
2820.0,-0.1,-0.1027,-0.05,-0.42
2825.0,-0.1,-0.1012,-0.02,-0.39
2830.0,-0.1,-0.1059,-0.12,-0.49
2835.0,-0.1,-0.1027,-0.05,-0.42
2840.0,-0.1,-0.1038,-0.08,-0.45
2845.0,-0.1,-0.0976,0.05,0.39
2850.0,-0.1,-0.0954,0.09,0.43
2855.0,-0.1,-0.0947,0.11,0.45
2860.0,-0.1,-0.1012,-0.02,-0.39
2865.0,-0.1,-0.0961,0.08,0.42
2870.0,-0.1,-0.0947,0.11,0.45
2875.0,-0.1,-0.0998,0.0,0.34
2880.0,-0.1,-0.0961,0.08,0.42
2885.0,-0.1,-0.1027,-0.05,-0.42
2890.0,-0.1,-0.103,-0.06,-0.43
2895.0,-0.1,-0.0983,0.03,0.37
2900.0,-0.1,-0.1019,-0.04,-0.41
2905.0,-0.1,-0.0958,0.08,0.42
2910.0,-0.1,-0.1063,-0.13,-0.5
2915.0,-0.1,-0.1009,-0.02,-0.39
2920.0,-0.1,-0.1019,-0.04,-0.41
2925.0,-0.1,-0.0998,0.0,0.34
2930.0,-0.1,-0.099,0.02,0.36
2935.0,-0.1,-0.1019,-0.04,-0.41
2940.0,-0.1,-0.1027,-0.05,-0.42
2945.0,-0.1,-0.0998,0.0,0.34
2950.0,-0.1,-0.0994,0.01,0.35
2955.0,-0.1,-0.1005,-0.01,-0.38
2960.0,-0.1,-0.1009,-0.02,-0.39
2965.0,-0.1,-0.0932,0.14,0.48
2970.0,-0.1,-0.1019,-0.04,-0.41
2975.0,-0.1,-0.1016,-0.03,-0.4
2980.0,-0.1,-0.0983,0.03,0.37
2985.0,-0.1,-0.099,0.02,0.36
2990.0,-0.1,-0.099,0.02,0.36
2995.0,-0.1,-0.1099,-0.2,-0.57
3000.0,0.1,-0.0969,-3.94,-4.31
3005.0,0.1,-0.0947,-3.89,-4.26
3010.0,0.1,-0.0787,-3.57,-3.94
3015.0,0.1,-0.0704,-3.41,-3.78
3020.0,0.1,-0.0519,-3.04,-3.41
3025.0,0.1,-0.0319,-2.64,-3.01
3030.0,0.1,-0.0076,-2.15,-2.52
3035.0,0.1,0.0054,-1.89,-2.26
3040.0,0.1,0.0406,-1.19,-1.56
3045.0,0.1,0.053,-0.94,-1.31
3050.0,0.1,0.0758,-0.48,-0.85
3055.0,0.1,0.0896,-0.21,-0.58
3060.0,0.1,0.0998,-0.0,-0.37
3065.0,0.1,0.1157,0.31,0.65
3070.0,0.1,0.1212,0.42,0.76
3075.0,0.1,0.127,0.54,0.88
3080.0,0.1,0.1295,0.59,0.93
3085.0,0.1,0.1259,0.52,0.86
3090.0,0.1,0.1284,0.57,0.91
3095.0,0.1,0.1259,0.52,0.86
3100.0,0.1,0.1201,0.4,0.74
3105.0,0.1,0.1179,0.36,0.7
3110.0,0.1,0.1077,0.15,0.49
3115.0,0.1,0.1106,0.21,0.55
3120.0,0.1,0.1038,0.08,0.42
3125.0,0.1,0.1012,0.02,0.36
3130.0,0.1,0.0947,-0.11,-0.48
3135.0,0.1,0.1099,0.2,0.54
3140.0,0.1,0.0921,-0.16,-0.53
3145.0,0.1,0.0932,-0.14,-0.51
3150.0,0.1,0.099,-0.02,-0.39
3155.0,0.1,0.0907,-0.19,-0.56
3160.0,0.1,0.0896,-0.21,-0.58
3165.0,0.1,0.0972,-0.06,-0.43
3170.0,0.1,0.0969,-0.06,-0.43
3175.0,0.1,0.0961,-0.08,-0.45
3180.0,0.1,0.0998,-0.0,-0.37
3185.0,0.1,0.0987,-0.03,-0.4
3190.0,0.1,0.1038,0.08,0.42
3195.0,0.1,0.1081,0.16,0.5
3200.0,0.1,0.1081,0.16,0.5
3205.0,0.1,0.1077,0.15,0.49
3210.0,0.1,0.1077,0.15,0.49
3215.0,0.1,0.1041,0.08,0.42
3220.0,0.1,0.1077,0.15,0.49
3225.0,0.1,0.1034,0.07,0.41
3230.0,0.1,0.1008,0.02,0.36
3235.0,0.1,0.0972,-0.06,-0.43
3240.0,0.1,0.0911,-0.18,-0.55
3245.0,0.1,0.0969,-0.06,-0.43
3250.0,0.1,0.0972,-0.06,-0.43
3255.0,0.1,0.1048,0.1,0.44
3260.0,0.1,0.0987,-0.03,-0.4
3265.0,0.1,0.0979,-0.04,-0.41
3270.0,0.1,0.0969,-0.06,-0.43
3275.0,0.1,0.0954,-0.09,-0.46
3280.0,0.1,0.0987,-0.03,-0.4
3285.0,0.1,0.099,-0.02,-0.39
3290.0,0.1,0.1005,0.01,0.35
3295.0,0.1,0.1027,0.05,0.39
3300.0,0.1,0.1027,0.05,0.39
3305.0,0.1,0.1077,0.15,0.49
3310.0,0.1,0.1045,0.09,0.43
3315.0,0.1,0.1023,0.05,0.39
3320.0,0.1,0.0998,-0.0,-0.37
3325.0,0.1,0.1012,0.02,0.36
3330.0,0.1,0.0958,-0.08,-0.45
3335.0,0.1,0.0976,-0.05,-0.42
3340.0,0.1,0.0983,-0.03,-0.4
3345.0,0.1,0.0998,-0.0,-0.37
3350.0,0.1,0.0961,-0.08,-0.45
3355.0,0.1,0.1019,0.04,0.38
3360.0,0.1,0.0961,-0.08,-0.45
3365.0,0.1,0.1077,0.15,0.49
3370.0,0.1,0.1056,0.11,0.45
3375.0,0.1,0.1019,0.04,0.38
3380.0,0.1,0.1067,0.13,0.47
3385.0,0.1,0.099,-0.02,-0.39
3390.0,0.1,0.0976,-0.05,-0.42
3395.0,0.1,0.1012,0.02,0.36
3400.0,0.1,0.1005,0.01,0.35
3405.0,0.1,0.1019,0.04,0.38
3410.0,0.1,0.0994,-0.01,-0.38
3415.0,0.1,0.0976,-0.05,-0.42
3420.0,0.1,0.094,-0.12,-0.49
3425.0,0.1,0.0987,-0.03,-0.4
3430.0,0.1,0.1005,0.01,0.35
3435.0,0.1,0.1027,0.05,0.39
3440.0,0.1,0.0961,-0.08,-0.45
3445.0,0.1,0.0998,-0.0,-0.37
3450.0,0.1,0.1027,0.05,0.39
3455.0,0.1,0.1114,0.23,0.57
3460.0,0.1,0.1016,0.03,0.37
3465.0,0.1,0.1012,0.02,0.36
3470.0,0.1,0.1019,0.04,0.38
3475.0,0.1,0.099,-0.02,-0.39
3480.0,0.1,0.0979,-0.04,-0.41
3485.0,0.1,0.094,-0.12,-0.49
