time_ms,theta_ref,theta,control_voltage,motor_voltage
1485.0,0.1,0.1048,0.15,0.49
1490.0,0.1,0.1045,0.13,0.47
1495.0,0.1,0.1056,0.17,0.51
1500.0,0.1,0.107,0.21,0.55
1505.0,0.1,0.1034,0.1,0.44
1510.0,0.1,0.1008,0.03,0.37
1515.0,0.1,0.1005,0.01,0.35
1520.0,0.1,0.0932,-0.2,-0.57
1525.0,0.1,0.0969,-0.09,-0.46
1530.0,0.1,0.094,-0.18,-0.55
1535.0,0.1,0.0947,-0.16,-0.53
1540.0,0.1,0.1008,0.03,0.37
1545.0,0.1,0.0936,-0.19,-0.56
1550.0,0.1,0.0972,-0.08,-0.45
1555.0,0.1,0.0958,-0.13,-0.5
1560.0,0.1,0.0911,-0.27,-0.64
1565.0,0.1,0.1041,0.12,0.46
1570.0,0.1,0.1005,0.01,0.35
1575.0,0.1,0.0998,-0.01,-0.38
1580.0,0.1,0.0987,-0.04,-0.41
1585.0,0.1,0.1034,0.1,0.44
1590.0,0.1,0.0994,-0.02,-0.39
1595.0,0.1,0.1027,0.08,0.42
1600.0,0.1,0.1045,0.13,0.47
1605.0,0.1,0.1045,0.13,0.47
1610.0,0.1,0.1012,0.04,0.38
1615.0,0.1,0.0994,-0.02,-0.39
1620.0,0.1,0.1019,0.06,0.4
1625.0,0.1,0.0987,-0.04,-0.41
1630.0,0.1,0.1027,0.08,0.42
1635.0,0.1,0.1012,0.04,0.38
1640.0,0.1,0.0983,-0.05,-0.42
1645.0,0.1,0.0965,-0.11,-0.48
1650.0,0.1,0.0925,-0.22,-0.59
1655.0,0.1,0.0972,-0.08,-0.45
1660.0,0.1,0.1001,0.0,0.34
1665.0,0.1,0.1001,0.0,0.34
1670.0,0.1,0.0969,-0.09,-0.46
1675.0,0.1,0.1012,0.04,0.38
1680.0,0.1,0.1038,0.11,0.45
1685.0,0.1,0.0998,-0.01,-0.38
1690.0,0.1,0.1019,0.06,0.4
1695.0,0.1,0.1019,0.06,0.4
1700.0,0.1,0.1052,0.16,0.5
1705.0,0.1,0.1027,0.08,0.42
1710.0,0.1,0.0972,-0.08,-0.45
1715.0,0.1,0.099,-0.03,-0.4
1720.0,0.1,0.0969,-0.09,-0.46
1725.0,0.1,0.1012,0.04,0.38
1730.0,0.1,0.0954,-0.14,-0.51
1735.0,0.1,0.0961,-0.12,-0.49
1740.0,0.1,0.0954,-0.14,-0.51
1745.0,0.1,0.0983,-0.05,-0.42
1750.0,0.1,0.1077,0.23,0.57
1755.0,0.1,0.0987,-0.04,-0.41
1760.0,0.1,0.1052,0.16,0.5
1765.0,0.1,0.1056,0.17,0.51
1770.0,0.1,0.1048,0.15,0.49
1775.0,0.1,0.1063,0.19,0.53
1780.0,0.1,0.0972,-0.08,-0.45
1785.0,0.1,0.1019,0.06,0.4
1790.0,0.1,0.1008,0.03,0.37
1795.0,0.1,0.0976,-0.07,-0.44
1800.0,0.1,0.0976,-0.07,-0.44
1805.0,0.1,0.0954,-0.14,-0.51
1810.0,0.1,0.0972,-0.08,-0.45
1815.0,0.1,0.1001,0.0,0.34
1820.0,0.1,0.1001,0.0,0.34
1825.0,0.1,0.0943,-0.17,-0.54
1830.0,0.1,0.0987,-0.04,-0.41
1835.0,0.1,0.099,-0.03,-0.4
1840.0,0.1,0.1012,0.04,0.38
1845.0,0.1,0.1012,0.04,0.38
1850.0,0.1,0.1041,0.12,0.46
1855.0,0.1,0.1027,0.08,0.42
1860.0,0.1,0.0998,-0.01,-0.38
1865.0,0.1,0.099,-0.03,-0.4
1870.0,0.1,0.1008,0.03,0.37
1875.0,0.1,0.0983,-0.05,-0.42
1880.0,0.1,0.1041,0.12,0.46
1885.0,0.1,0.1012,0.04,0.38
1890.0,0.1,0.0969,-0.09,-0.46
1895.0,0.1,0.0987,-0.04,-0.41
1900.0,0.1,0.1005,0.01,0.35
1905.0,0.1,0.1048,0.15,0.49
1910.0,0.1,0.1045,0.13,0.47
1915.0,0.1,0.0976,-0.07,-0.44
1920.0,0.1,0.1019,0.06,0.4
1925.0,0.1,0.0994,-0.02,-0.39
1930.0,0.1,0.0979,-0.06,-0.43
1935.0,0.1,0.0998,-0.01,-0.38
1940.0,0.1,0.0994,-0.02,-0.39
1945.0,0.1,0.1099,0.3,0.64
1950.0,0.1,0.1012,0.04,0.38
1955.0,0.1,0.1005,0.01,0.35
1960.0,0.1,0.0976,-0.07,-0.44
1965.0,0.1,0.0965,-0.11,-0.48
1970.0,0.1,0.099,-0.03,-0.4
1975.0,0.1,0.1048,0.15,0.49
1980.0,0.1,0.099,-0.03,-0.4
1985.0,0.1,0.1027,0.08,0.42
1990.0,0.1,0.1001,0.0,0.34
1995.0,0.1,0.1056,0.17,0.51
2000.0,-0.1,0.1027,6.08,6.42
2005.0,-0.1,0.0987,5.96,6.3
2010.0,-0.1,0.103,6.09,6.43
2015.0,-0.1,0.0501,4.5,4.84
2020.0,-0.1,0.017,3.51,3.85
2025.0,-0.1,-0.0036,2.89,3.23
2030.0,-0.1,-0.0327,2.02,2.36
2035.0,-0.1,-0.049,1.53,1.87
2040.0,-0.1,-0.0874,0.38,0.72
2045.0,-0.1,-0.1099,-0.3,-0.67
2050.0,-0.1,-0.1346,-1.04,-1.41
2055.0,-0.1,-0.1418,-1.26,-1.63
2060.0,-0.1,-0.1469,-1.41,-1.78
2065.0,-0.1,-0.1506,-1.52,-1.89
2070.0,-0.1,-0.1513,-1.54,-1.91
2075.0,-0.1,-0.1455,-1.36,-1.73
2080.0,-0.1,-0.1346,-1.04,-1.41
2085.0,-0.1,-0.1281,-0.84,-1.21
2090.0,-0.1,-0.1183,-0.55,-0.92
2095.0,-0.1,-0.1099,-0.3,-0.67
2100.0,-0.1,-0.1034,-0.1,-0.47
2105.0,-0.1,-0.086,0.42,0.76
2110.0,-0.1,-0.0882,0.36,0.7
2115.0,-0.1,-0.0794,0.62,0.96
2120.0,-0.1,-0.0907,0.28,0.62
2125.0,-0.1,-0.0903,0.29,0.63
2130.0,-0.1,-0.0816,0.55,0.89
2135.0,-0.1,-0.0911,0.27,0.61
2140.0,-0.1,-0.0976,0.07,0.41
2145.0,-0.1,-0.1012,-0.04,-0.41
2150.0,-0.1,-0.0976,0.07,0.41
2155.0,-0.1,-0.1052,-0.16,-0.53
2160.0,-0.1,-0.1019,-0.06,-0.43
2165.0,-0.1,-0.0976,0.07,0.41
2170.0,-0.1,-0.1056,-0.17,-0.54
2175.0,-0.1,-0.1056,-0.17,-0.54
2180.0,-0.1,-0.1034,-0.1,-0.47
2185.0,-0.1,-0.1023,-0.07,-0.44
2190.0,-0.1,-0.1023,-0.07,-0.44
2195.0,-0.1,-0.094,0.18,0.52
2200.0,-0.1,-0.0954,0.14,0.48
2205.0,-0.1,-0.0961,0.12,0.46
2210.0,-0.1,-0.0965,0.11,0.45
2215.0,-0.1,-0.0976,0.07,0.41
2220.0,-0.1,-0.0983,0.05,0.39
2225.0,-0.1,-0.0998,0.01,0.35
2230.0,-0.1,-0.1019,-0.06,-0.43
2235.0,-0.1,-0.1005,-0.01,-0.38
2240.0,-0.1,-0.1012,-0.04,-0.41
2245.0,-0.1,-0.1034,-0.1,-0.47
2250.0,-0.1,-0.1005,-0.01,-0.38
2255.0,-0.1,-0.1034,-0.1,-0.47
2260.0,-0.1,-0.1001,-0.0,-0.37
2265.0,-0.1,-0.0961,0.12,0.46
2270.0,-0.1,-0.0961,0.12,0.46
2275.0,-0.1,-0.0969,0.09,0.43
2280.0,-0.1,-0.0918,0.25,0.59
2285.0,-0.1,-0.0958,0.13,0.47
2290.0,-0.1,-0.099,0.03,0.37
2295.0,-0.1,-0.0983,0.05,0.39
2300.0,-0.1,-0.0958,0.13,0.47
2305.0,-0.1,-0.1063,-0.19,-0.56
2310.0,-0.1,-0.1041,-0.12,-0.49
2315.0,-0.1,-0.1048,-0.15,-0.52
2320.0,-0.1,-0.1063,-0.19,-0.56
2325.0,-0.1,-0.1005,-0.01,-0.38
2330.0,-0.1,-0.1005,-0.01,-0.38
2335.0,-0.1,-0.103,-0.09,-0.46
2340.0,-0.1,-0.0969,0.09,0.43
2345.0,-0.1,-0.0947,0.16,0.5
2350.0,-0.1,-0.0954,0.14,0.48
2355.0,-0.1,-0.0947,0.16,0.5
2360.0,-0.1,-0.0976,0.07,0.41
2365.0,-0.1,-0.0961,0.12,0.46
2370.0,-0.1,-0.103,-0.09,-0.46
2375.0,-0.1,-0.1034,-0.1,-0.47
2380.0,-0.1,-0.1041,-0.12,-0.49
2385.0,-0.1,-0.1012,-0.04,-0.41
2390.0,-0.1,-0.0987,0.04,0.38
2395.0,-0.1,-0.1056,-0.17,-0.54
2400.0,-0.1,-0.1041,-0.12,-0.49
2405.0,-0.1,-0.1009,-0.03,-0.4
2410.0,-0.1,-0.0976,0.07,0.41
2415.0,-0.1,-0.0954,0.14,0.48
2420.0,-0.1,-0.0969,0.09,0.43
2425.0,-0.1,-0.0983,0.05,0.39
2430.0,-0.1,-0.0954,0.14,0.48
2435.0,-0.1,-0.0976,0.07,0.41
2440.0,-0.1,-0.0961,0.12,0.46
2445.0,-0.1,-0.0932,0.2,0.54
2450.0,-0.1,-0.1121,-0.36,-0.73
2455.0,-0.1,-0.1103,-0.31,-0.68
2460.0,-0.1,-0.1077,-0.23,-0.6
2465.0,-0.1,-0.1012,-0.04,-0.41
2470.0,-0.1,-0.1074,-0.22,-0.59
2475.0,-0.1,-0.1019,-0.06,-0.43
2480.0,-0.1,-0.1001,-0.0,-0.37
2485.0,-0.1,-0.0969,0.09,0.43
2490.0,-0.1,-0.0921,0.24,0.58
2495.0,-0.1,-0.0961,0.12,0.46
2500.0,-0.1,-0.0932,0.2,0.54
2505.0,-0.1,-0.095,0.15,0.49
2510.0,-0.1,-0.0983,0.05,0.39
2515.0,-0.1,-0.0983,0.05,0.39
2520.0,-0.1,-0.0954,0.14,0.48
2525.0,-0.1,-0.1045,-0.13,-0.5
2530.0,-0.1,-0.1099,-0.3,-0.67
2535.0,-0.1,-0.1135,-0.41,-0.78
2540.0,-0.1,-0.1103,-0.31,-0.68
2545.0,-0.1,-0.1019,-0.06,-0.43
2550.0,-0.1,-0.1005,-0.01,-0.38
2555.0,-0.1,-0.0965,0.11,0.45
2560.0,-0.1,-0.099,0.03,0.37
2565.0,-0.1,-0.0954,0.14,0.48
2570.0,-0.1,-0.0976,0.07,0.41
2575.0,-0.1,-0.0976,0.07,0.41
2580.0,-0.1,-0.1027,-0.08,-0.45
2585.0,-0.1,-0.0998,0.01,0.35
2590.0,-0.1,-0.1012,-0.04,-0.41
2595.0,-0.1,-0.0998,0.01,0.35
2600.0,-0.1,-0.0969,0.09,0.43
2605.0,-0.1,-0.0961,0.12,0.46
2610.0,-0.1,-0.0965,0.11,0.45
2615.0,-0.1,-0.1034,-0.1,-0.47
2620.0,-0.1,-0.1048,-0.15,-0.52
2625.0,-0.1,-0.0983,0.05,0.39
2630.0,-0.1,-0.1005,-0.01,-0.38
2635.0,-0.1,-0.0965,0.11,0.45
2640.0,-0.1,-0.1005,-0.01,-0.38
2645.0,-0.1,-0.103,-0.09,-0.46
2650.0,-0.1,-0.1027,-0.08,-0.45
2655.0,-0.1,-0.1023,-0.07,-0.44
2660.0,-0.1,-0.1019,-0.06,-0.43
2665.0,-0.1,-0.0998,0.01,0.35
2670.0,-0.1,-0.0954,0.14,0.48
2675.0,-0.1,-0.0969,0.09,0.43
2680.0,-0.1,-0.0969,0.09,0.43
2685.0,-0.1,-0.1027,-0.08,-0.45
2690.0,-0.1,-0.1012,-0.04,-0.41
2695.0,-0.1,-0.0983,0.05,0.39
2700.0,-0.1,-0.0947,0.16,0.5
2705.0,-0.1,-0.0976,0.07,0.41
2710.0,-0.1,-0.0994,0.02,0.36
2715.0,-0.1,-0.1009,-0.03,-0.4
2720.0,-0.1,-0.1005,-0.01,-0.38
2725.0,-0.1,-0.1077,-0.23,-0.6
2730.0,-0.1,-0.1027,-0.08,-0.45
2735.0,-0.1,-0.0911,0.27,0.61
2740.0,-0.1,-0.1009,-0.03,-0.4
2745.0,-0.1,-0.1009,-0.03,-0.4
2750.0,-0.1,-0.0976,0.07,0.41
2755.0,-0.1,-0.0976,0.07,0.41
2760.0,-0.1,-0.0929,0.21,0.55
2765.0,-0.1,-0.0983,0.05,0.39
2770.0,-0.1,-0.0987,0.04,0.38
2775.0,-0.1,-0.0969,0.09,0.43
2780.0,-0.1,-0.1019,-0.06,-0.43
2785.0,-0.1,-0.1005,-0.01,-0.38
2790.0,-0.1,-0.1001,-0.0,-0.37
2795.0,-0.1,-0.107,-0.21,-0.58
2800.0,-0.1,-0.1034,-0.1,-0.47
2805.0,-0.1,-0.1019,-0.06,-0.43
2810.0,-0.1,-0.0961,0.12,0.46
2815.0,-0.1,-0.098,0.06,0.4
2820.0,-0.1,-0.0961,0.12,0.46
2825.0,-0.1,-0.0998,0.01,0.35
2830.0,-0.1,-0.0969,0.09,0.43
2835.0,-0.1,-0.099,0.03,0.37
2840.0,-0.1,-0.1012,-0.04,-0.41
2845.0,-0.1,-0.099,0.03,0.37
2850.0,-0.1,-0.098,0.06,0.4
2855.0,-0.1,-0.1034,-0.1,-0.47
2860.0,-0.1,-0.1052,-0.16,-0.53
2865.0,-0.1,-0.0998,0.01,0.35
2870.0,-0.1,-0.107,-0.21,-0.58
2875.0,-0.1,-0.1001,-0.0,-0.37
2880.0,-0.1,-0.1027,-0.08,-0.45
2885.0,-0.1,-0.1019,-0.06,-0.43
2890.0,-0.1,-0.0983,0.05,0.39
2895.0,-0.1,-0.098,0.06,0.4
2900.0,-0.1,-0.103,-0.09,-0.46
2905.0,-0.1,-0.1005,-0.01,-0.38
2910.0,-0.1,-0.0954,0.14,0.48
2915.0,-0.1,-0.0998,0.01,0.35
2920.0,-0.1,-0.1005,-0.01,-0.38
2925.0,-0.1,-0.0976,0.07,0.41
2930.0,-0.1,-0.1012,-0.04,-0.41
2935.0,-0.1,-0.0965,0.11,0.45
2940.0,-0.1,-0.0943,0.17,0.51
2945.0,-0.1,-0.099,0.03,0.37
2950.0,-0.1,-0.1048,-0.15,-0.52
2955.0,-0.1,-0.098,0.06,0.4
2960.0,-0.1,-0.1027,-0.08,-0.45
2965.0,-0.1,-0.0961,0.12,0.46
2970.0,-0.1,-0.0983,0.05,0.39
2975.0,-0.1,-0.0998,0.01,0.35
2980.0,-0.1,-0.1019,-0.06,-0.43
2985.0,-0.1,-0.099,0.03,0.37
2990.0,-0.1,-0.1019,-0.06,-0.43
2995.0,-0.1,-0.1009,-0.03,-0.4
3000.0,0.1,-0.099,-5.97,-6.34
3005.0,0.1,-0.0954,-5.86,-6.23
3010.0,0.1,-0.0845,-5.54,-5.91
3015.0,0.1,-0.0562,-4.69,-5.06
3020.0,0.1,-0.0265,-3.79,-4.16
3025.0,0.1,0.0054,-2.84,-3.21
3030.0,0.1,0.029,-2.13,-2.5
3035.0,0.1,0.0682,-0.95,-1.32
3040.0,0.1,0.0918,-0.25,-0.62
3045.0,0.1,0.1186,0.56,0.9
3050.0,0.1,0.1295,0.89,1.23
3055.0,0.1,0.1411,1.23,1.57
3060.0,0.1,0.1476,1.43,1.77
3065.0,0.1,0.1487,1.46,1.8
3070.0,0.1,0.1564,1.69,2.03
3075.0,0.1,0.1422,1.27,1.61
3080.0,0.1,0.131,0.93,1.27
3085.0,0.1,0.1201,0.6,0.94
3090.0,0.1,0.115,0.45,0.79
3095.0,0.1,0.107,0.21,0.55
3100.0,0.1,0.0987,-0.04,-0.41
3105.0,0.1,0.0972,-0.08,-0.45
3110.0,0.1,0.0838,-0.49,-0.86
3115.0,0.1,0.0882,-0.36,-0.73
3120.0,0.1,0.0838,-0.49,-0.86
3125.0,0.1,0.0896,-0.31,-0.68
3130.0,0.1,0.0918,-0.25,-0.62
3135.0,0.1,0.1019,0.06,0.4
3140.0,0.1,0.0983,-0.05,-0.42
3145.0,0.1,0.1092,0.28,0.62
3150.0,0.1,0.1012,0.04,0.38
3155.0,0.1,0.0994,-0.02,-0.39
3160.0,0.1,0.0918,-0.25,-0.62
3165.0,0.1,0.0998,-0.01,-0.38
3170.0,0.1,0.1012,0.04,0.38
3175.0,0.1,0.1012,0.04,0.38
3180.0,0.1,0.103,0.09,0.43
3185.0,0.1,0.1005,0.01,0.35
3190.0,0.1,0.1005,0.01,0.35
3195.0,0.1,0.103,0.09,0.43
3200.0,0.1,0.0969,-0.09,-0.46
3205.0,0.1,0.0994,-0.02,-0.39
3210.0,0.1,0.1012,0.04,0.38
3215.0,0.1,0.0969,-0.09,-0.46
3220.0,0.1,0.0954,-0.14,-0.51
3225.0,0.1,0.0994,-0.02,-0.39
3230.0,0.1,0.1012,0.04,0.38
3235.0,0.1,0.1001,0.0,0.34
3240.0,0.1,0.1008,0.03,0.37
3245.0,0.1,0.0987,-0.04,-0.41
3250.0,0.1,0.0983,-0.05,-0.42
3255.0,0.1,0.099,-0.03,-0.4
3260.0,0.1,0.094,-0.18,-0.55
3265.0,0.1,0.1019,0.06,0.4
3270.0,0.1,0.1012,0.04,0.38
3275.0,0.1,0.1019,0.06,0.4
3280.0,0.1,0.099,-0.03,-0.4
3285.0,0.1,0.0979,-0.06,-0.43
3290.0,0.1,0.1005,0.01,0.35
3295.0,0.1,0.1034,0.1,0.44
3300.0,0.1,0.0976,-0.07,-0.44
3305.0,0.1,0.1001,0.0,0.34
3310.0,0.1,0.1027,0.08,0.42
3315.0,0.1,0.0998,-0.01,-0.38
3320.0,0.1,0.1016,0.05,0.39
3325.0,0.1,0.1041,0.12,0.46
3330.0,0.1,0.1008,0.03,0.37
3335.0,0.1,0.099,-0.03,-0.4
3340.0,0.1,0.0987,-0.04,-0.41
3345.0,0.1,0.0972,-0.08,-0.45
3350.0,0.1,0.099,-0.03,-0.4
3355.0,0.1,0.0969,-0.09,-0.46
3360.0,0.1,0.0969,-0.09,-0.46
3365.0,0.1,0.103,0.09,0.43
3370.0,0.1,0.1012,0.04,0.38
3375.0,0.1,0.1059,0.18,0.52
3380.0,0.1,0.1041,0.12,0.46
3385.0,0.1,0.1012,0.04,0.38
3390.0,0.1,0.1005,0.01,0.35
3395.0,0.1,0.0911,-0.27,-0.64
3400.0,0.1,0.0976,-0.07,-0.44
3405.0,0.1,0.0987,-0.04,-0.41
3410.0,0.1,0.0983,-0.05,-0.42
3415.0,0.1,0.0976,-0.07,-0.44
3420.0,0.1,0.0969,-0.09,-0.46
3425.0,0.1,0.1045,0.13,0.47
3430.0,0.1,0.1096,0.29,0.63
3435.0,0.1,0.0987,-0.04,-0.41
3440.0,0.1,0.1034,0.1,0.44
3445.0,0.1,0.1056,0.17,0.51
3450.0,0.1,0.0994,-0.02,-0.39
3455.0,0.1,0.1077,0.23,0.57
3460.0,0.1,0.1027,0.08,0.42
3465.0,0.1,0.1027,0.08,0.42
3470.0,0.1,0.0979,-0.06,-0.43
3475.0,0.1,0.1012,0.04,0.38
3480.0,0.1,0.099,-0.03,-0.4
3485.0,0.1,0.0929,-0.21,-0.58
3490.0,0.1,0.1001,0.0,0.34
3495.0,0.1,0.0987,-0.04,-0.41
3500.0,0.1,0.0998,-0.01,-0.38
3505.0,0.1,0.0979,-0.06,-0.43
3510.0,0.1,0.1016,0.05,0.39
3515.0,0.1,0.1027,0.08,0.42
3520.0,0.1,0.107,0.21,0.55
3525.0,0.1,0.1012,0.04,0.38
3530.0,0.1,0.1016,0.05,0.39
3535.0,0.1,0.1034,0.1,0.44
3540.0,0.1,0.1005,0.01,0.35
